 10.00000, 0.00009
 20.00000, 0.00015
 30.00000, 0.00021
 40.00000, 0.00027
 50.00000, 0.00036
 60.00000, 0.00041
 70.00000, 0.00053
 80.00000, 0.00064
 90.00000, 0.00066
 100.00000, 0.00072
 110.00000, 0.00081
 120.00000, 0.00085
 130.00000, 0.00105
 140.00000, 0.00099
 150.00000, 0.00113
 160.00000, 0.00121
 170.00000, 0.00123
 180.00000, 0.00129
 190.00000, 0.00141
 200.00000, 0.00155
 210.00000, 0.00161
 220.00000, 0.00159
 230.00000, 0.00126
 240.00000, 0.00104
 250.00000, 0.00133
 260.00000, 0.00114
 270.00000, 0.00120
 280.00000, 0.00121
 290.00000, 0.00130
 300.00000, 0.00127
 310.00000, 0.00292
 320.00000, 0.00203
 330.00000, 0.00272
 340.00000, 0.00265
 350.00000, 0.00229
 360.00000, 0.00178
 370.00000, 0.00199
 380.00000, 0.00177
 390.00000, 0.00176
 400.00000, 0.00299
 410.00000, 0.00319
 420.00000, 0.00267
 430.00000, 0.00196
 440.00000, 0.00197
 450.00000, 0.00229
 460.00000, 0.00248
 470.00000, 0.00383
 480.00000, 0.00267
 490.00000, 0.00234
 500.00000, 0.00217
 510.00000, 0.00220
 520.00000, 0.00245
 530.00000, 0.00259
 540.00000, 0.00276
 550.00000, 0.00266
 560.00000, 0.00252
 570.00000, 0.00276
 580.00000, 0.00271
 590.00000, 0.00327
 600.00000, 0.00316
 610.00000, 0.00272
 620.00000, 0.00291
 630.00000, 0.00294
 640.00000, 0.00322
 650.00000, 0.00327
 660.00000, 0.00312
 670.00000, 0.00319
 680.00000, 0.00331
 690.00000, 0.00416
 700.00000, 0.00479
 710.00000, 0.00322
 720.00000, 0.00350
 730.00000, 0.00383
 740.00000, 0.00624
 750.00000, 0.00354
 760.00000, 0.00372
 770.00000, 0.00422
 780.00000, 0.00378
 790.00000, 0.00379
 800.00000, 0.00369
 810.00000, 0.00407
 820.00000, 0.00389
 830.00000, 0.00415
 840.00000, 0.00438
 850.00000, 0.00460
 860.00000, 0.00397
 870.00000, 0.00420
 880.00000, 0.00420
 890.00000, 0.00560
 900.00000, 0.00436
 910.00000, 0.00486
 920.00000, 0.00461
 930.00000, 0.00454
 940.00000, 0.00431
 950.00000, 0.00464
 960.00000, 0.00451
 970.00000, 0.00484
 980.00000, 0.00488
 990.00000, 0.00465
 1000.00000, 0.00592
 1010.00000, 0.00442
 1020.00000, 0.00479
 1030.00000, 0.00518
 1040.00000, 0.00514
 1050.00000, 0.00545
 1060.00000, 0.00604
 1070.00000, 0.00488
 1080.00000, 0.00544
 1090.00000, 0.00559
 1100.00000, 0.00530
 1110.00000, 0.00555
 1120.00000, 0.00560
 1130.00000, 0.00567
 1140.00000, 0.00568
 1150.00000, 0.00620
 1160.00000, 0.00570
